ID,Quote Text,Response Text,Text
GEN_sarc_1603,Well there is bias on both sides of the issue.........I did look at the film from about 3 different sites and I don't think you can deny that baby is trying to avoid those forceps that want to take its life..........,"You still trying to push your propaganda film? Let me ask you something, why would the fetus try and avoid the forceps? An infant will cheerfully try and grip a knife that is about to end it's life.","Well there is bias on both sides of the issue.........I did look at the film from about 3 different sites and I don't think you can deny that baby is trying to avoid those forceps that want to take its life..........You still trying to push your propaganda film? Let me ask you something, why would the fetus try and avoid the forceps? An infant will cheerfully try and grip a knife that is about to end it's life."
GEN_sarc_1604,I know what I'm talking about.,"Actually, it is quite apparent that you do not. For one glaring example, below you incorrectly state that a dinosaur fossil has been dated by C-14. Another example of you lack of understanding of the topic is your failure to understand why very old fossils are found on the surface and the principles of dating from geologic strata.","I know what I'm talking about.Actually, it is quite apparent that you do not. For one glaring example, below you incorrectly state that a dinosaur fossil has been dated by C-14. Another example of you lack of understanding of the topic is your failure to understand why very old fossils are found on the surface and the principles of dating from geologic strata."
GEN_sarc_1605,"If he had signed a petition calling on the government do disband and criminalize the GOP, sure.If he had signed a petition to repeal freedom of religion and outlaw that person's religion, sure.",So you'd ask on these issues even if you didn't know if they had signed it?,"If he had signed a petition calling on the government do disband and criminalize the GOP, sure.If he had signed a petition to repeal freedom of religion and outlaw that person's religion, sure.So you'd ask on these issues even if you didn't know if they had signed it?"
GEN_sarc_1606,"The Attorney General, the chief law enforcement officer of the nation, is ""the enemy"", but this is not paranoia. Can an immigrant commit treason?","Don't get your panties in a wad, 38 State Attorney Generals signed a brief in opposition to any gun control this clown can dream up.","The Attorney General, the chief law enforcement officer of the nation, is ""the enemy"", but this is not paranoia. Can an immigrant commit treason?Don't get your panties in a wad, 38 State Attorney Generals signed a brief in opposition to any gun control this clown can dream up."
GEN_sarc_1607,"Well, I've written another letter to the editor. Kind of late in the week, so I don't know if it will get printed because of time constraints ... or maybe because of its content. This time I've stepped it up a notch or two. No way for me to have another friendly little chat with my dentist if this get's printed and he reads it.",That should get the natives milling around looking for victims. Fundamentalist Christianity does not take kindly to criticism.,"Well, I've written another letter to the editor. Kind of late in the week, so I don't know if it will get printed because of time constraints ... or maybe because of its content. This time I've stepped it up a notch or two. No way for me to have another friendly little chat with my dentist if this get's printed and he reads it.That should get the natives milling around looking for victims. Fundamentalist Christianity does not take kindly to criticism."
GEN_sarc_1608,"By all means, burn those books . . . er, I mean, take down those nativity scenes.",This rates an 8 out of 10 on the hypocracy scale. Weren't you just scolding people both for using false analogies and for citing emotionally laden imagery for political purposes? Tsk tsk.,"By all means, burn those books . . . er, I mean, take down those nativity scenes.This rates an 8 out of 10 on the hypocracy scale. Weren't you just scolding people both for using false analogies and for citing emotionally laden imagery for political purposes? Tsk tsk."
GEN_sarc_1609,To develop or teach one would take many years of effort. To have one you only need to absorb it from the general culture.,who knew? I wonder if I could have passed all those philosophy tests based on the philosophy I absorbed?  ,To develop or teach one would take many years of effort. To have one you only need to absorb it from the general culture.who knew? I wonder if I could have passed all those philosophy tests based on the philosophy I absorbed?  
GEN_sarc_1610,I live in a place where local evening news includes a story about children being shot or killed at least weekly.,"What exactly are the age ranges of these ""children"" in the news stories?","I live in a place where local evening news includes a story about children being shot or killed at least weekly.What exactly are the age ranges of these ""children"" in the news stories?"
GEN_sarc_1611,"Yes it can, because they can/do own firearms besides those issued by the government. Plus, once they are retired from the military, they get to keep their rifles or pistols. Every round of the military's ammo is acounted for, because they don't want them waisting their money... They can shoot as much of their private stock as they want. Also, they have very stringent guidelines on cleaning your weapons. :)","Hey that would be great. The law would FORCE all anti-gunners of military service age and ability to own a fully automatic rifle. The law would FORCE all anti-gunners to train with the weapon. The law would FORCE VOR to keep his rifle clean. Hey VOR how about it? Keep your rifle clean or go to jail. I'm not talking about my rifle, I'll be glad to keep my free government rifle clean. How about you?","Yes it can, because they can/do own firearms besides those issued by the government. Plus, once they are retired from the military, they get to keep their rifles or pistols. Every round of the military's ammo is acounted for, because they don't want them waisting their money... They can shoot as much of their private stock as they want. Also, they have very stringent guidelines on cleaning your weapons. :)Hey that would be great. The law would FORCE all anti-gunners of military service age and ability to own a fully automatic rifle. The law would FORCE all anti-gunners to train with the weapon. The law would FORCE VOR to keep his rifle clean. Hey VOR how about it? Keep your rifle clean or go to jail. I'm not talking about my rifle, I'll be glad to keep my free government rifle clean. How about you?"
GEN_sarc_1612,"You're wasting your time Phyllis, these spiritually dead empty suits are just too shallow to appreciate the value of a life they can't communicate with verbally. How pathetic they are not to appreciate that with all of the value and potential they see in themselves, that at one time they were exactly like these unborn children with the same mental existence they now claim is justification for their extermination.","There is the potential for a human that comes out of many, crude and vulgar things. Some end up on a maxi pad or when a guy reaches for the box of Kleenex. Should I feel a special bond with the conceptions rudely flushed out because they couldn't make it to the uterine wall? They had the potential, the DNA, were once a life too, and made a valiant effort. Life is constantly in motion. We don't value all life, or maybe not all life the same. When it appears to have some aspects of human personhood, this would seem like a logical marker, where we'd place greater value.","You're wasting your time Phyllis, these spiritually dead empty suits are just too shallow to appreciate the value of a life they can't communicate with verbally. How pathetic they are not to appreciate that with all of the value and potential they see in themselves, that at one time they were exactly like these unborn children with the same mental existence they now claim is justification for their extermination.There is the potential for a human that comes out of many, crude and vulgar things. Some end up on a maxi pad or when a guy reaches for the box of Kleenex. Should I feel a special bond with the conceptions rudely flushed out because they couldn't make it to the uterine wall? They had the potential, the DNA, were once a life too, and made a valiant effort. Life is constantly in motion. We don't value all life, or maybe not all life the same. When it appears to have some aspects of human personhood, this would seem like a logical marker, where we'd place greater value."
GEN_sarc_1613,"Naturally, one can only observe what exists in the present.",And I just spent all that money on a new camera. Pity.,"Naturally, one can only observe what exists in the present.And I just spent all that money on a new camera. Pity."
GEN_sarc_1614,Then you retract your statement that Bush is better because he has more experience?,NOOOOOOOOOOOOOOOOOOOOOOOOO just because I stated that some presidents....cough.... Clinton.......don't get experience in one term doesn't,Then you retract your statement that Bush is better because he has more experience?NOOOOOOOOOOOOOOOOOOOOOOOOO just because I stated that some presidents....cough.... Clinton.......don't get experience in one term doesn't
GEN_sarc_1615,"... I'm here to tell Him that Jesus doesn't exist. So no, I'm not preaching fear at all, only reality.",That's a Damascene conversion if ever there was one! Archie's seen the light!,"... I'm here to tell Him that Jesus doesn't exist. So no, I'm not preaching fear at all, only reality.That's a Damascene conversion if ever there was one! Archie's seen the light!"
GEN_sarc_1616,"I just read an article in Discovery magazine about smashing two protons together, going near the speed of light, inside of a huge, two mile ring. The proton breaks into Quarks and Gluans. This experiment is being used to understand what happened when the big bang went bang. I think they're trying to understand how the protons formed the matter in the big bang. I didn't read the whole article, but let me try to find it.It would be interesting to see what happens. I've always been fascinated with the big bang, and we may finally start to understand much more about it and how it happened.Thoughts?","This should be in the science section, not the CvE section. Don't give SS any more reason to believe that the big bang is part of biology.","I just read an article in Discovery magazine about smashing two protons together, going near the speed of light, inside of a huge, two mile ring. The proton breaks into Quarks and Gluans. This experiment is being used to understand what happened when the big bang went bang. I think they're trying to understand how the protons formed the matter in the big bang. I didn't read the whole article, but let me try to find it.It would be interesting to see what happens. I've always been fascinated with the big bang, and we may finally start to understand much more about it and how it happened.Thoughts?This should be in the science section, not the CvE section. Don't give SS any more reason to believe that the big bang is part of biology."
GEN_sarc_1617,"That's exactly it. It's not as though we can effortlessly rebuttle every single one of your posts as we've done in the past. It's not as though we're tired of your absence when it's your turn to defend your position. Oh no, it's only because the cat's got my tongue.","yea you've rebuttled every one of my posts with rhetoric. How do you explain how The Computational and Analytical Molecular Evolution Laboratory is calling for a new synthesis based on ""biased"" mutations??????   let's hear it.","That's exactly it. It's not as though we can effortlessly rebuttle every single one of your posts as we've done in the past. It's not as though we're tired of your absence when it's your turn to defend your position. Oh no, it's only because the cat's got my tongue.yea you've rebuttled every one of my posts with rhetoric. How do you explain how The Computational and Analytical Molecular Evolution Laboratory is calling for a new synthesis based on ""biased"" mutations??????   let's hear it."
GEN_sarc_1618,"I was and am fine actually. Don't know about anyone else, but I don't think you have that much impact on our lives SS Who's more arrogant? The person searching for truth or the person who claims to know everything?","oh, it's obvious that non-darwinists have no affect on you guys. Nothing will ever change your mind because your mind is not made up on the evidence...it's made up on your worldview and your belief in materialism.","I was and am fine actually. Don't know about anyone else, but I don't think you have that much impact on our lives SS Who's more arrogant? The person searching for truth or the person who claims to know everything?oh, it's obvious that non-darwinists have no affect on you guys. Nothing will ever change your mind because your mind is not made up on the evidence...it's made up on your worldview and your belief in materialism."
GEN_sarc_1619,"Most people with ""divine experiences"" are schizophrenics. The rest are looking to get attention. People are fallible, hard physical evidence is not. Once some of that turns up, I will start to keep an open mind to your side of the story.","So, am I looking for attention or am I mentally ill?","Most people with ""divine experiences"" are schizophrenics. The rest are looking to get attention. People are fallible, hard physical evidence is not. Once some of that turns up, I will start to keep an open mind to your side of the story.So, am I looking for attention or am I mentally ill?"
GEN_sarc_1620,"Catholics have a different belief. The goal is to always save both mother and child. If the fetus dies during the attempt to save both, then that's what happens. For instance, with an ectopic pregnancy, the goal isn't to kill he fetus, the goal is to save both mother and fetus.","you told me in an earlier post that the mother should die, even if they predict the fetus will kill the mother. your bible states otherwise.","Catholics have a different belief. The goal is to always save both mother and child. If the fetus dies during the attempt to save both, then that's what happens. For instance, with an ectopic pregnancy, the goal isn't to kill he fetus, the goal is to save both mother and fetus.you told me in an earlier post that the mother should die, even if they predict the fetus will kill the mother. your bible states otherwise."
GEN_sarc_1621,"Nurglitch;They are losing on this poll, so now they think they can win with a poll ""Do you think Michael Jackson is innocent, or guilty. Sad........",When 90 percent of this forum is left wing out of work Liberals it is not a surprise that polls don't go the Conservative way.........,"Nurglitch;They are losing on this poll, so now they think they can win with a poll ""Do you think Michael Jackson is innocent, or guilty. Sad........When 90 percent of this forum is left wing out of work Liberals it is not a surprise that polls don't go the Conservative way........."
GEN_sarc_1622,"Why don't you tell us all who that person in Daniel 7:13-14 is, then, Einstein?",Since you seem to know Jebus so well why don't you ask him to make an appearance and tell all of us heathens the error of our ways.. Why not let Jebus tell the world what he thinks about Homosexuals ... Oh wait.. Jebus never mentioned the subject so this is just YOU and YOUR ilk spreading more homophobic paranoia ...   You've reached a new Low EZridden.. and I never thought you could get any lower ...emoticonXBounceremoticonXBouncer,"Why don't you tell us all who that person in Daniel 7:13-14 is, then, Einstein?Since you seem to know Jebus so well why don't you ask him to make an appearance and tell all of us heathens the error of our ways.. Why not let Jebus tell the world what he thinks about Homosexuals ... Oh wait.. Jebus never mentioned the subject so this is just YOU and YOUR ilk spreading more homophobic paranoia ...   You've reached a new Low EZridden.. and I never thought you could get any lower ...emoticonXBounceremoticonXBouncer"
GEN_sarc_1623,"Its amazing how the facts are in front of thier faces yet they still claim they are only for ""Reasonable"" gin control laws.","I have never, and will never stand for reasonable gin control laws. After all, I hate vodka martini's.","Its amazing how the facts are in front of thier faces yet they still claim they are only for ""Reasonable"" gin control laws.I have never, and will never stand for reasonable gin control laws. After all, I hate vodka martini's."
GEN_sarc_1624,"Finally, it just makes sense....it makes physiological change smooth, simple and economical, with minimal waste (death.)","Actually, it makes sense only to you. If you look at nature for just a little while, you willl become aware of a great deal of death. But it is mostly very economical since scavengers make sure that there is minimal waste.","Finally, it just makes sense....it makes physiological change smooth, simple and economical, with minimal waste (death.)Actually, it makes sense only to you. If you look at nature for just a little while, you willl become aware of a great deal of death. But it is mostly very economical since scavengers make sure that there is minimal waste."
GEN_sarc_1625,"do they ever, just page after page of posts with no evidence","Are you blind, or can't you read? NATO just provided evidence right now.  ","do they ever, just page after page of posts with no evidenceAre you blind, or can't you read? NATO just provided evidence right now.  "
GEN_sarc_1626,"To refute your examples of contemorary 'Christians' deciding that violence is a good thing.See, you grasp at what you like WITHOUT resorting to your own bible to support your fleshly desires. Just like Arch does.I counter that and use the scripture (which is good for the education in all things) to show what these 'believers' should have done.Now, if you want to actually study your bible and use contradictorary verses to support your stance, feel free.That'd just support the concept that the bible is self-contradicting.","You resort to the Bible, just in whatever way is convenient to what you want it to say. Just like fundies do. Zardoz, the problem is that when you play devil's advocate (which you like to do), you ONLY take a fundie approach toward the scriptures. In fact, you're often more fundamentalist in the way you approach scripture than fundamentalists. You'd make a good fundie, the best of them, I suppose.","To refute your examples of contemorary 'Christians' deciding that violence is a good thing.See, you grasp at what you like WITHOUT resorting to your own bible to support your fleshly desires. Just like Arch does.I counter that and use the scripture (which is good for the education in all things) to show what these 'believers' should have done.Now, if you want to actually study your bible and use contradictorary verses to support your stance, feel free.That'd just support the concept that the bible is self-contradicting.You resort to the Bible, just in whatever way is convenient to what you want it to say. Just like fundies do. Zardoz, the problem is that when you play devil's advocate (which you like to do), you ONLY take a fundie approach toward the scriptures. In fact, you're often more fundamentalist in the way you approach scripture than fundamentalists. You'd make a good fundie, the best of them, I suppose."
GEN_sarc_1627,I have accurately defined what animism is above in comparison to the Old and New Testament which it has nothing in common with.,So you think that ID is actually Christanity?   [quote]But in usual fashion you will claim it is me who doesn't understand when it is you who must corrupt the truth with the lies and distortions you tell.,I have accurately defined what animism is above in comparison to the Old and New Testament which it has nothing in common with.So you think that ID is actually Christanity?   [quote]But in usual fashion you will claim it is me who doesn't understand when it is you who must corrupt the truth with the lies and distortions you tell.
GEN_sarc_1628,You're not even in the same hemisphere.,Funny. Foreigners are always cited when liberals talk about how great gun control is and how much good can come from it.,You're not even in the same hemisphere.Funny. Foreigners are always cited when liberals talk about how great gun control is and how much good can come from it.
GEN_sarc_1629,"let's look at black's law dictionary shall we. intent: 'design, resolve, or determination with which a person acts' meaning: 'that which is intended to be, signified or denoted by act or language' see, you silly goose, they are one and the same. now go away and not bother us with artificial distinctions.","Dear Hypocrite,  Do you wish to be a competent poster and actually respond to questions and requests? If so, please answer my request (on the other thread) and I will be happy to answer your questions.","let's look at black's law dictionary shall we. intent: 'design, resolve, or determination with which a person acts' meaning: 'that which is intended to be, signified or denoted by act or language' see, you silly goose, they are one and the same. now go away and not bother us with artificial distinctions.Dear Hypocrite,  Do you wish to be a competent poster and actually respond to questions and requests? If so, please answer my request (on the other thread) and I will be happy to answer your questions."
GEN_notsarc_0000,Which is why he was found guilty... I don't think you will find many reasonable people thinking it should be anything different.,"While I'm not going to consider Dr. Tiller a pillar of society, I'm certainly not going to condone his murder.","Which is why he was found guilty... I don't think you will find many reasonable people thinking it should be anything different.While I'm not going to consider Dr. Tiller a pillar of society, I'm certainly not going to condone his murder."
GEN_notsarc_0001,Its good to see the senate isnt agreeing.,Isn't agreeing with what? The senate hasn't passed any laws that would restrict right to carry anymore than it already is.,Its good to see the senate isnt agreeing.Isn't agreeing with what? The senate hasn't passed any laws that would restrict right to carry anymore than it already is.
GEN_notsarc_0002,"the cricket in the pliers feels pain...When you start to squeeze a cricket with a pair of pliers, it starts to wiggle and tries to get away so as not to get crushed by the pliers. Is it because the cricket feels pain?",If you feed me a lot of caffinated coffee i start to wiggle and squirm too. I'm not really in any pain.,"the cricket in the pliers feels pain...When you start to squeeze a cricket with a pair of pliers, it starts to wiggle and tries to get away so as not to get crushed by the pliers. Is it because the cricket feels pain?If you feed me a lot of caffinated coffee i start to wiggle and squirm too. I'm not really in any pain."
GEN_notsarc_0003,"Mr. Jack, Abortion doesn't have to be done if the amniotic sack is cut. An abortion never has to be done.","So you feel that Mrs Vo should have been allowed to run the risk of dying?      Your statement ""An abortion never has to be done"" only holds true if you place the value of the unborn child over that of the mother in all cases. Do you really believe that?","Mr. Jack, Abortion doesn't have to be done if the amniotic sack is cut. An abortion never has to be done.So you feel that Mrs Vo should have been allowed to run the risk of dying?      Your statement ""An abortion never has to be done"" only holds true if you place the value of the unborn child over that of the mother in all cases. Do you really believe that?"
GEN_notsarc_0004,"But there was a big evolutionary hyp over this and some people were saying ""They are just that close in showing how life could come from non-life.""",Really? I suspect that you have been duped by creationist ministers. There is no hype about Miller/Urey. It was an interesting experiment that demonstrated possibilities.,"But there was a big evolutionary hyp over this and some people were saying ""They are just that close in showing how life could come from non-life.""Really? I suspect that you have been duped by creationist ministers. There is no hype about Miller/Urey. It was an interesting experiment that demonstrated possibilities."
GEN_notsarc_0005,"Man, you don't have any respect for your opponents.","Actually, I don't have any respect for creationism in most of it's varied forms. I have had great respect for several individual creationists that I have met. But they earned that respect.","Man, you don't have any respect for your opponents.Actually, I don't have any respect for creationism in most of it's varied forms. I have had great respect for several individual creationists that I have met. But they earned that respect."
GEN_notsarc_0006,. . . .The irony is that we all fall somewhere on the line of pregnancy from no abortions at all to minutes before birth. . . .,"You know, this little phrase, ""minutes before birth,"" keeps popping up in reference to abortion.Could someone please explain to me the point of having an abortion ""minutes before birth""? What is the point?How many, if any, of this sort of abortion is performed?Could I get a really honest answer to that? Please, no lies.How many?Can anyone tell me?",". . . .The irony is that we all fall somewhere on the line of pregnancy from no abortions at all to minutes before birth. . . .You know, this little phrase, ""minutes before birth,"" keeps popping up in reference to abortion.Could someone please explain to me the point of having an abortion ""minutes before birth""? What is the point?How many, if any, of this sort of abortion is performed?Could I get a really honest answer to that? Please, no lies.How many?Can anyone tell me?"
GEN_notsarc_0007,"The age of the earth is just right for supporting life (us).Add, or subtract, a couple of million years, and we wouldn't be here.I think God created the earth just like it is, just for us.","I don't know if we can be as accurate as a couple of million years, but I agree that the age of the earth is just right for supporting man.","The age of the earth is just right for supporting life (us).Add, or subtract, a couple of million years, and we wouldn't be here.I think God created the earth just like it is, just for us.I don't know if we can be as accurate as a couple of million years, but I agree that the age of the earth is just right for supporting man."
GEN_notsarc_0008,Fear-mongering is what that's called.,"uh, yeah, that was their intent! Under color of law no less. The truth always seems to be your worst enemy doesn't it?","Fear-mongering is what that's called.uh, yeah, that was their intent! Under color of law no less. The truth always seems to be your worst enemy doesn't it?"
GEN_notsarc_0009,He was declaring war on an unclean people whom He commanded the Jews to wipe out in a time of WAR.,"And if God was so against killing the unborn, why did he fail to make an exception for the pregnant women? If you alleged that the Biblical God is totally against killing the unborn, why did he tell him to kill all of the non-virgin women?I bet you won't answer the question and just rely on insults as an attempt to cover up your argumentative failures as you always do. See my signature for examples. ","He was declaring war on an unclean people whom He commanded the Jews to wipe out in a time of WAR.And if God was so against killing the unborn, why did he fail to make an exception for the pregnant women? If you alleged that the Biblical God is totally against killing the unborn, why did he tell him to kill all of the non-virgin women?I bet you won't answer the question and just rely on insults as an attempt to cover up your argumentative failures as you always do. See my signature for examples. "
GEN_notsarc_0010,"Intelligent design is a recent concept (not associated with any one religion) and it hasn't had over 100 years to be studied. Why not start now? It can't happen if we block it from future generations. Why not give it a chance, study it, search for evidence, and offer it up for peer review? What are you afraid of? That it can mathematically rule out previous evolutionary theories?",It has a chance. Any scientist has the opportunity to study ID. We are discussing the science classroom. We already teach it as a hypothesis in most schools. But it simply should not be taught as a valid alternative to evolution. That's what this debate is over.,"Intelligent design is a recent concept (not associated with any one religion) and it hasn't had over 100 years to be studied. Why not start now? It can't happen if we block it from future generations. Why not give it a chance, study it, search for evidence, and offer it up for peer review? What are you afraid of? That it can mathematically rule out previous evolutionary theories?It has a chance. Any scientist has the opportunity to study ID. We are discussing the science classroom. We already teach it as a hypothesis in most schools. But it simply should not be taught as a valid alternative to evolution. That's what this debate is over."
GEN_notsarc_0011,Not that anyone here cares to read the Creationist slant on soft tissue found in dinosaurs...but here it is,"Actually, I've heard it all before and it is wrong. The article is full of misinformation and misrepresentation. It is, as you say, slanted rather than an honest report of the data.","Not that anyone here cares to read the Creationist slant on soft tissue found in dinosaurs...but here it isActually, I've heard it all before and it is wrong. The article is full of misinformation and misrepresentation. It is, as you say, slanted rather than an honest report of the data."
GEN_notsarc_0012,Do you believe it is wrong to torture toddlers for fun?,"No, but in some cultures they mutilate them for meaningless tradition.","Do you believe it is wrong to torture toddlers for fun?No, but in some cultures they mutilate them for meaningless tradition."
GEN_notsarc_0013,"The 10 commandments are a real time story, told and recorded by the person with whom it happened to... Moses.Genesis, is a history lesson, told by a man who had no understanding of modern science, or the language to describe it in that fashion... Moses.","No, genesis is not a history lesson. It is a combination of 'just so' stories, and a religious message in allegory format. If you bothered to learn understand some of the hebrew puns behind many of the words, and also see the political commentary of events that were happening during the time it was written, that would be obvious.","The 10 commandments are a real time story, told and recorded by the person with whom it happened to... Moses.Genesis, is a history lesson, told by a man who had no understanding of modern science, or the language to describe it in that fashion... Moses.No, genesis is not a history lesson. It is a combination of 'just so' stories, and a religious message in allegory format. If you bothered to learn understand some of the hebrew puns behind many of the words, and also see the political commentary of events that were happening during the time it was written, that would be obvious."
GEN_notsarc_0014,"If you reject the literal account of the Creation in Genesis, you are saying that God is a liar!  ","Not at all, more stories that have been fed to you. The notion of a literal Genesis was rejected two hundred years ago, when no evidence of it could be found. the leading scientists of the day were often also trained in divinity, so they were looking HARD for it. But they had the integrity to admit that it wasn't there.","If you reject the literal account of the Creation in Genesis, you are saying that God is a liar!  Not at all, more stories that have been fed to you. The notion of a literal Genesis was rejected two hundred years ago, when no evidence of it could be found. the leading scientists of the day were often also trained in divinity, so they were looking HARD for it. But they had the integrity to admit that it wasn't there."
GEN_notsarc_0015,"I believe in Spinoza's God who reveals himself in the orderly harmony of what exists, not in a God who concerns himself with the fates and actions of human beings.I cannot imagine a God who rewards and punishes the objects of his creation, whose purposes are modeled after our own -- a God, in short, who is but a reflection of human frailty. Neither can I believe that the individual survives the death of his body, although feeble souls harbor such thoughts through fear or ridiculous egotisms.A man's ethical behavior should be based effectually on sympathy, education, and social ties and needs; no religious basis is necessary. Man would indeed be in a poor way if he had to be restrained by fear of punishment and hope of reward after death.Scientific research is based on the idea that everything that takes place is determined by laws of nature, and therefore this holds for the action of people. For this reason, a research scientist will hardly be inclined to believe that events could be influenced by a prayer, i.e. by a wish addressed to a Supernatural Being.","And Stephen Hawking, the only thing he has said was ""I do not believe in a personal god"", which would make him a pantheist or deist at best.","I believe in Spinoza's God who reveals himself in the orderly harmony of what exists, not in a God who concerns himself with the fates and actions of human beings.I cannot imagine a God who rewards and punishes the objects of his creation, whose purposes are modeled after our own -- a God, in short, who is but a reflection of human frailty. Neither can I believe that the individual survives the death of his body, although feeble souls harbor such thoughts through fear or ridiculous egotisms.A man's ethical behavior should be based effectually on sympathy, education, and social ties and needs; no religious basis is necessary. Man would indeed be in a poor way if he had to be restrained by fear of punishment and hope of reward after death.Scientific research is based on the idea that everything that takes place is determined by laws of nature, and therefore this holds for the action of people. For this reason, a research scientist will hardly be inclined to believe that events could be influenced by a prayer, i.e. by a wish addressed to a Supernatural Being.And Stephen Hawking, the only thing he has said was ""I do not believe in a personal god"", which would make him a pantheist or deist at best."
GEN_notsarc_0016,1) What did the bear replace?2) What did the bat replace?3) What did the elephant replace?4) What did the human replace?5) What did lions replace?6) What did Hippopotami replace?7) What did the ape replace?,"Your use of the word ""replace"" reveals your ignorance of evolution.","1) What did the bear replace?2) What did the bat replace?3) What did the elephant replace?4) What did the human replace?5) What did lions replace?6) What did Hippopotami replace?7) What did the ape replace?Your use of the word ""replace"" reveals your ignorance of evolution."
GEN_notsarc_0017,I like how the Chinese view Christians. They simply cannot figure out why so many missionaries go over to China and try to convert people. The Chinese are so lenient about religion that many practice several different religions and don't have such strict codes as Christianity.,"One reason for conversion is that they do practice many religions. Jesus said He is the only way to God. I believe that, so how can I just turn a blind eye when people follow so many different religions? I would not be following the commands of my Lord.","I like how the Chinese view Christians. They simply cannot figure out why so many missionaries go over to China and try to convert people. The Chinese are so lenient about religion that many practice several different religions and don't have such strict codes as Christianity.One reason for conversion is that they do practice many religions. Jesus said He is the only way to God. I believe that, so how can I just turn a blind eye when people follow so many different religions? I would not be following the commands of my Lord."
GEN_notsarc_0018,The bottom line is that we should be free to believe as we believe while others should be afforded that same right. Thank you.,"And how have I deprived you of your right to teach your religion to your children in your home and in your church. How does an objection against the imposition of your religion by force of the government deprive you of your rights. I can certainly see how the imposition of your religion would deprive me of my right to the free exercise of my own religion, but why do you feel that you have a right to impose your religion on me?","The bottom line is that we should be free to believe as we believe while others should be afforded that same right. Thank you.And how have I deprived you of your right to teach your religion to your children in your home and in your church. How does an objection against the imposition of your religion by force of the government deprive you of your rights. I can certainly see how the imposition of your religion would deprive me of my right to the free exercise of my own religion, but why do you feel that you have a right to impose your religion on me?"
GEN_notsarc_0019,"The Bible says that God created every thing in 6 days. That does not neccensaraly mean it only took 6 days. The meaning of the word ""day"" in the language the Bible was written in means basicly ""a long period of time"". That would explain why some fossils are millions of years old. That does not how ever prove evolution.emoticonXSmilieemoticonXSmilieemoticonXAngel",Except that the word for day in Genesis 1 is 'yom' and was understood to be a twenty-four hour day.,"The Bible says that God created every thing in 6 days. That does not neccensaraly mean it only took 6 days. The meaning of the word ""day"" in the language the Bible was written in means basicly ""a long period of time"". That would explain why some fossils are millions of years old. That does not how ever prove evolution.emoticonXSmilieemoticonXSmilieemoticonXAngelExcept that the word for day in Genesis 1 is 'yom' and was understood to be a twenty-four hour day."
GEN_notsarc_0020,"this is another problem with humanism, because there is no moral authority to stop people from doing whatever they want to do, hence the adage that humanism is a philosophy that has both feet planted firmly in mid-air",The human collective is the authority. One major advantage of this authority over a theistic one is that it actually exists.,"this is another problem with humanism, because there is no moral authority to stop people from doing whatever they want to do, hence the adage that humanism is a philosophy that has both feet planted firmly in mid-airThe human collective is the authority. One major advantage of this authority over a theistic one is that it actually exists."
GEN_notsarc_0021,"Science tells us that there was no global flood a la Noah, not that there is no God.Now, if you choose to interpret that as a reasonable person and realize that science shows that ""a Noah's flood-causing God"" does not exist, then kudos. This does not mean that there is no God whatsoever.The error you are making is that you are equating creationism with God. We've disproved special creation. Handily. So one might say that there's good evidence that a God represented by a literal interpretation of the Bible does not exist. But that doesn't mean that no God exists, or that a Christian God doesn't exist.","That's the standard dance. Victor Stenger didn't say it that way. On the back of his book, one review puts it this way;","Science tells us that there was no global flood a la Noah, not that there is no God.Now, if you choose to interpret that as a reasonable person and realize that science shows that ""a Noah's flood-causing God"" does not exist, then kudos. This does not mean that there is no God whatsoever.The error you are making is that you are equating creationism with God. We've disproved special creation. Handily. So one might say that there's good evidence that a God represented by a literal interpretation of the Bible does not exist. But that doesn't mean that no God exists, or that a Christian God doesn't exist.That's the standard dance. Victor Stenger didn't say it that way. On the back of his book, one review puts it this way;"
GEN_notsarc_0022,"Losing a fetus should not be a big deal to the pro choice lot on this forum, considering the effort they put into arguing that a fetus is either the equivalent of a parasite or a piece of tissue with no value .","Ah, but the issue in this thread is what the fetus really means to anti-choicers/anti-lifers.","Losing a fetus should not be a big deal to the pro choice lot on this forum, considering the effort they put into arguing that a fetus is either the equivalent of a parasite or a piece of tissue with no value .Ah, but the issue in this thread is what the fetus really means to anti-choicers/anti-lifers."
GEN_notsarc_0023,"In case you were wondering, no one here has missed the fact that you're trying to divert attention from the real issues by beating one minor issue into the ground.","No I'm not Kronus. I haven't made excuses for him or denied what he did. OP said he is a conservative Christian which is a lie and I'm exposing that lie for what it is. Unless she can prove he is anything more than a conservative secular Republican, then he is no more a morally responsible person than an atheistic democrat. To attempt to mark all fundamental christians with the actions of this guy because he's a republican is a truly fallacious argument and a slanderous lie regarding me and all believers. None of this excuses what Vitter himself is responsible for doing. But she is wrong for immorally attempting to paint us all as adulterers because of his sin.","In case you were wondering, no one here has missed the fact that you're trying to divert attention from the real issues by beating one minor issue into the ground.No I'm not Kronus. I haven't made excuses for him or denied what he did. OP said he is a conservative Christian which is a lie and I'm exposing that lie for what it is. Unless she can prove he is anything more than a conservative secular Republican, then he is no more a morally responsible person than an atheistic democrat. To attempt to mark all fundamental christians with the actions of this guy because he's a republican is a truly fallacious argument and a slanderous lie regarding me and all believers. None of this excuses what Vitter himself is responsible for doing. But she is wrong for immorally attempting to paint us all as adulterers because of his sin."
